text,char,word,index,index_num,line,id
"But do thy worst to steal thyself away,",39,8,XCII,92,1,1367
For term of life thou art assured mine;,39,8,XCII,92,2,1368
"And life no longer than thy love will stay,",43,9,XCII,92,3,1369
For it depends upon that love of thine.,39,8,XCII,92,4,1370
"Then need I not to fear the worst of wrongs,",44,10,XCII,92,5,1371
When in the least of them my life hath end.,43,10,XCII,92,6,1372
I see a better state to me belongs,34,8,XCII,92,7,1373
Than that which on thy humour doth depend:,42,8,XCII,92,8,1374
"Thou canst not vex me with inconstant mind,",43,8,XCII,92,9,1375
Since that my life on thy revolt doth lie.,42,9,XCII,92,10,1376
"O! what a happy title do I find,",32,8,XCII,92,11,1377
"Happy to have thy love, happy to die!",37,8,XCII,92,12,1378
But what's so blessed-fair that fears no blot?,46,8,XCII,92,13,1379
"Thou mayst be false, and yet I know it not.",43,10,XCII,92,14,1380
XCIII,5,1,XCIII,93,0,1381
"So shall I live, supposing thou art true,",41,8,XCIII,93,1,1382
Like a deceived husband; so love's face,39,7,XCIII,93,2,1383
"May still seem love to me, though alter'd new;",46,9,XCIII,93,3,1384
"Thy looks with me, thy heart in other place:",44,9,XCIII,93,4,1385
"For there can live no hatred in thine eye,",42,9,XCIII,93,5,1386
Therefore in that I cannot know thy change.,43,8,XCIII,93,6,1387
"In many's looks, the false heart's history",42,7,XCIII,93,7,1388
"Is writ in moods, and frowns, and wrinkles strange.",51,9,XCIII,93,8,1389
But heaven in thy creation did decree,37,7,XCIII,93,9,1390
That in thy face sweet love should ever dwell;,46,9,XCIII,93,10,1391
"Whate'er thy thoughts, or thy heart's workings be,",50,8,XCIII,93,11,1392
"Thy looks should nothing thence, but sweetness tell.",52,8,XCIII,93,12,1393
"How like Eve's apple doth thy beauty grow,",42,8,XCIII,93,13,1394
If thy sweet virtue answer not thy show!,40,8,XCIII,93,14,1395
XCIV,4,1,XCIV,94,0,1396
"They that have power to hurt, and will do none,",47,10,XCIV,94,1,1397
"That do not do the thing they most do show,",43,10,XCIV,94,2,1398
"Who, moving others, are themselves as stone,",44,7,XCIV,94,3,1399
"Unmoved, cold, and to temptation slow;",38,6,XCIV,94,4,1400
"They rightly do inherit heaven's graces,",40,6,XCIV,94,5,1401
And husband nature's riches from expense;,41,6,XCIV,94,6,1402
"They are the lords and owners of their faces,",45,9,XCIV,94,7,1403
"Others, but stewards of their excellence.",41,6,XCIV,94,8,1404
"The summer's flower is to the summer sweet,",43,8,XCIV,94,9,1405
"Though to itself, it only live and die,",39,8,XCIV,94,10,1406
"But if that flower with base infection meet,",44,8,XCIV,94,11,1407
The basest weed outbraves his dignity:,38,6,XCIV,94,12,1408
For sweetest things turn sourest by their deeds;,48,8,XCIV,94,13,1409
"Lilies that fester, smell far worse than weeds.",47,8,XCIV,94,14,1410
XCV,3,1,XCV,95,0,1411
How sweet and lovely dost thou make the shame,45,9,XCV,95,1,1412
"Which, like a canker in the fragrant rose,",42,8,XCV,95,2,1413
Doth spot the beauty of thy budding name!,41,8,XCV,95,3,1414
O! in what sweets dost thou thy sins enclose.,45,9,XCV,95,4,1415
"That tongue that tells the story of thy days,",45,9,XCV,95,5,1416
"Making lascivious comments on thy sport,",40,6,XCV,95,6,1417
"Cannot dispraise, but in a kind of praise;",42,8,XCV,95,7,1418
"Naming thy name, blesses an ill report.",39,7,XCV,95,8,1419
O! what a mansion have those vices got,38,8,XCV,95,9,1420
"Which for their habitation chose out thee,",42,7,XCV,95,10,1421
Where beauty's veil doth cover every blot,41,7,XCV,95,11,1422
And all things turns to fair that eyes can see!,47,10,XCV,95,12,1423
"Take heed, dear heart, of this large privilege;",47,8,XCV,95,13,1424
The hardest knife ill-us'd doth lose his edge.,46,8,XCV,95,14,1425
XCVI,4,1,XCVI,96,0,1426
"Some say thy fault is youth, some wantonness;",45,8,XCVI,96,1,1427
Some say thy grace is youth and gentle sport;,45,9,XCVI,96,2,1428
Both grace and faults are lov'd of more and less:,49,10,XCVI,96,3,1429
Thou mak'st faults graces that to thee resort.,46,8,XCVI,96,4,1430
As on the finger of a throned queen,35,8,XCVI,96,5,1431
"The basest jewel will be well esteem'd,",39,7,XCVI,96,6,1432
So are those errors that in thee are seen,41,9,XCVI,96,7,1433
"To truths translated, and for true things deem'd.",49,8,XCVI,96,8,1434
"How many lambs might the stern wolf betray,",43,8,XCVI,96,9,1435
If like a lamb he could his looks translate!,44,9,XCVI,96,10,1436
"How many gazers mightst thou lead away,",39,7,XCVI,96,11,1437
if thou wouldst use the strength of all thy state!,50,10,XCVI,96,12,1438
"But do not so; I love thee in such sort,",40,10,XCVI,96,13,1439
"As, thou being mine, mine is thy good report.",45,9,XCVI,96,14,1440
XCVII,5,1,XCVII,97,0,1441
How like a winter hath my absence been,38,8,XCVII,97,1,1442
"From thee, the pleasure of the fleeting year!",45,8,XCVII,97,2,1443
"What freezings have I felt, what dark days seen!",48,9,XCVII,97,3,1444
What old December's bareness everywhere!,40,5,XCVII,97,4,1445
And yet this time removed was summer's time;,44,8,XCVII,97,5,1446
"The teeming autumn, big with rich increase,",43,7,XCVII,97,6,1447
"Bearing the wanton burden of the prime,",39,7,XCVII,97,7,1448
Like widow'd wombs after their lords' decease:,46,7,XCVII,97,8,1449
Yet this abundant issue seem'd to me,36,7,XCVII,97,9,1450
"But hope of orphans, and unfather'd fruit;",42,7,XCVII,97,10,1451
"For summer and his pleasures wait on thee,",42,8,XCVII,97,11,1452
"And, thou away, the very birds are mute:",40,8,XCVII,97,12,1453
"Or, if they sing, 'tis with so dull a cheer,",44,10,XCVII,97,13,1454
"That leaves look pale, dreading the winter's near.",50,8,XCVII,97,14,1455
XCVIII,6,1,XCVIII,98,0,1456
"From you have I been absent in the spring,",42,9,XCVIII,98,1,1457
"When proud-pied April, dress'd in all his trim,",47,8,XCVIII,98,2,1458
"Hath put a spirit of youth in every thing,",42,9,XCVIII,98,3,1459
That heavy Saturn laugh'd and leap'd with him.,46,8,XCVIII,98,4,1460
"Yet nor the lays of birds, nor the sweet smell",46,10,XCVIII,98,5,1461
"Of different flowers in odour and in hue,",41,8,XCVIII,98,6,1462
"Could make me any summer's story tell,",38,7,XCVIII,98,7,1463
Or from their proud lap pluck them where they grew:,51,10,XCVIII,98,8,1464
"Nor did I wonder at the lily's white,",37,8,XCVIII,98,9,1465
Nor praise the deep vermilion in the rose;,42,8,XCVIII,98,10,1466
"They were but sweet, but figures of delight,",44,8,XCVIII,98,11,1467
"Drawn after you, you pattern of all those.",42,8,XCVIII,98,12,1468
"Yet seem'd it winter still, and you away,",41,8,XCVIII,98,13,1469
As with your shadow I with these did play.,42,9,XCVIII,98,14,1470
XCIX,4,1,XCIX,99,0,1471
The forward violet thus did I chide:,36,7,XCIX,99,1,1472
"Sweet thief, whence didst thou steal thy sweet that smells,",59,10,XCIX,99,2,1473
If not from my love's breath? The purple pride,46,9,XCIX,99,3,1474
Which on thy soft cheek for complexion dwells,45,8,XCIX,99,4,1475
In my love's veins thou hast too grossly dy'd.,46,9,XCIX,99,5,1476
"The lily I condemned for thy hand,",34,7,XCIX,99,6,1477
And buds of marjoram had stol'n thy hair;,41,8,XCIX,99,7,1478
"The roses fearfully on thorns did stand,",40,7,XCIX,99,8,1479
"One blushing shame, another white despair;",42,6,XCIX,99,9,1480
"A third, nor red nor white, had stol'n of both,",47,10,XCIX,99,10,1481
And to his robbery had annex'd thy breath;,42,8,XCIX,99,11,1482
"But, for his theft, in pride of all his growth",46,10,XCIX,99,12,1483
A vengeful canker eat him up to death.,38,8,XCIX,99,13,1484
"More flowers I noted, yet I none could see,",43,9,XCIX,99,14,1485
"But sweet, or colour it had stol'n from thee.",45,9,XCIX,99,15,1486
C,1,1,C,100,0,1487
"Where art thou Muse that thou forget'st so long,",48,9,C,100,1,1488
To speak of that which gives thee all thy might?,48,10,C,100,2,1489
"Spend'st thou thy fury on some worthless song,",46,8,C,100,3,1490
Darkening thy power to lend base subjects light?,48,8,C,100,4,1491
"Return forgetful Muse, and straight redeem,",43,6,C,100,5,1492
In gentle numbers time so idly spent;,37,7,C,100,6,1493
Sing to the ear that doth thy lays esteem,41,9,C,100,7,1494
And gives thy pen both skill and argument.,42,8,C,100,8,1495
"Rise, resty Muse, my love's sweet face survey,",46,8,C,100,9,1496
If Time have any wrinkle graven there;,38,7,C,100,10,1497
"If any, be a satire to decay,",29,7,C,100,11,1498
And make time's spoils despised every where.,44,7,C,100,12,1499
"Give my love fame faster than Time wastes life,",47,9,C,100,13,1500
So thou prevent'st his scythe and crooked knife.,48,8,C,100,14,1501
CI,2,1,CI,101,0,1502
O truant Muse what shall be thy amends,38,8,CI,101,1,1503
For thy neglect of truth in beauty dy'd?,40,8,CI,101,2,1504
Both truth and beauty on my love depends;,41,8,CI,101,3,1505
"So dost thou too, and therein dignified.",40,7,CI,101,4,1506
"Make answer Muse: wilt thou not haply say,",42,8,CI,101,5,1507
"'Truth needs no colour, with his colour fix'd;",46,8,CI,101,6,1508
"Beauty no pencil, beauty's truth to lay;",40,7,CI,101,7,1509
"But best is best, if never intermix'd'?",39,7,CI,101,8,1510
"Because he needs no praise, wilt thou be dumb?",46,9,CI,101,9,1511
"Excuse not silence so, for't lies in thee",41,8,CI,101,10,1512
To make him much outlive a gilded tomb,38,8,CI,101,11,1513
And to be prais'd of ages yet to be.,36,9,CI,101,12,1514
"Then do thy office, Muse; I teach thee how",42,9,CI,101,13,1515
To make him seem long hence as he shows now.,44,10,CI,101,14,1516
CII,3,1,CII,102,0,1517
"My love is strengthen'd, though more weak in seeming;",53,9,CII,102,1,1518
"I love not less, though less the show appear;",45,9,CII,102,2,1519
"That love is merchandiz'd, whose rich esteeming,",48,7,CII,102,3,1520
The owner's tongue doth publish every where.,44,7,CII,102,4,1521
"Our love was new, and then but in the spring,",45,10,CII,102,5,1522
When I was wont to greet it with my lays;,41,10,CII,102,6,1523
"As Philomel in summer's front doth sing,",40,7,CII,102,7,1524
And stops her pipe in growth of riper days:,43,9,CII,102,8,1525
Not that the summer is less pleasant now,40,8,CII,102,9,1526
"Than when her mournful hymns did hush the night,",48,9,CII,102,10,1527
"But that wild music burthens every bough,",41,7,CII,102,11,1528
And sweets grown common lose their dear delight.,48,8,CII,102,12,1529
"Therefore like her, I sometime hold my tongue:",46,8,CII,102,13,1530
Because I would not dull you with my song.,42,9,CII,102,14,1531
CIII,4,1,CIII,103,0,1532
"Alack! what poverty my Muse brings forth,",41,7,CIII,103,1,1533
"That having such a scope to show her pride,",43,9,CIII,103,2,1534
"The argument, all bare, is of more worth",40,8,CIII,103,3,1535
Than when it hath my added praise beside!,41,8,CIII,103,4,1536
"O! blame me not, if I no more can write!",40,10,CIII,103,5,1537
"Look in your glass, and there appears a face",44,9,CIII,103,6,1538
"That over-goes my blunt invention quite,",40,6,CIII,103,7,1539
"Dulling my lines, and doing me disgrace.",40,7,CIII,103,8,1540
"Were it not sinful then, striving to mend,",42,8,CIII,103,9,1541
To mar the subject that before was well?,40,8,CIII,103,10,1542
For to no other pass my verses tend,35,8,CIII,103,11,1543
Than of your graces and your gifts to tell;,43,9,CIII,103,12,1544
"And more, much more, than in my verse can sit,",46,10,CIII,103,13,1545
Your own glass shows you when you look in it.,45,10,CIII,103,14,1546
CIV,3,1,CIV,104,0,1547
"To me, fair friend, you never can be old,",41,9,CIV,104,1,1548
"For as you were when first your eye I ey'd,",43,10,CIV,104,2,1549
"Such seems your beauty still. Three winters cold,",49,8,CIV,104,3,1550
"Have from the forests shook three summers' pride,",49,8,CIV,104,4,1551
"Three beauteous springs to yellow autumn turn'd,",48,7,CIV,104,5,1552
"In process of the seasons have I seen,",38,8,CIV,104,6,1553
"Three April perfumes in three hot Junes burn'd,",47,8,CIV,104,7,1554
"Since first I saw you fresh, which yet are green.",49,10,CIV,104,8,1555
"Ah! yet doth beauty like a dial-hand,",37,7,CIV,104,9,1556
"Steal from his figure, and no pace perceiv'd;",45,8,CIV,104,10,1557
"So your sweet hue, which methinks still doth stand,",51,9,CIV,104,11,1558
"Hath motion, and mine eye may be deceiv'd:",42,8,CIV,104,12,1559
"For fear of which, hear this thou age unbred:",45,9,CIV,104,13,1560
Ere you were born was beauty's summer dead.,43,8,CIV,104,14,1561
CV,2,1,CV,105,0,1562
"Let not my love be call'd idolatry,",35,7,CV,105,1,1563
"Nor my beloved as an idol show,",31,7,CV,105,2,1564
Since all alike my songs and praises be,39,8,CV,105,3,1565
"To one, of one, still such, and ever so.",40,9,CV,105,4,1566
"Kind is my love to-day, to-morrow kind,",39,7,CV,105,5,1567
Still constant in a wondrous excellence;,40,6,CV,105,6,1568
"Therefore my verse to constancy confin'd,",41,6,CV,105,7,1569
"One thing expressing, leaves out difference.",44,6,CV,105,8,1570
"'Fair, kind, and true,' is all my argument,",43,8,CV,105,9,1571
"'Fair, kind, and true,' varying to other words;",47,8,CV,105,10,1572
"And in this change is my invention spent,",41,8,CV,105,11,1573
"Three themes in one, which wondrous scope affords.",50,8,CV,105,12,1574
"Fair, kind, and true, have often liv'd alone,",45,8,CV,105,13,1575
"Which three till now, never kept seat in one.",45,9,CV,105,14,1576
CVI,3,1,CVI,106,0,1577
When in the chronicle of wasted time,36,7,CVI,106,1,1578
"I see descriptions of the fairest wights,",41,7,CVI,106,2,1579
"And beauty making beautiful old rime,",37,6,CVI,106,3,1580
"In praise of ladies dead and lovely knights,",44,8,CVI,106,4,1581
"Then, in the blazon of sweet beauty's best,",43,8,CVI,106,5,1582
"Of hand, of foot, of lip, of eye, of brow,",42,10,CVI,106,6,1583
I see their antique pen would have express'd,44,8,CVI,106,7,1584
Even such a beauty as you master now.,37,8,CVI,106,8,1585
So all their praises are but prophecies,39,7,CVI,106,9,1586
"Of this our time, all you prefiguring;",38,7,CVI,106,10,1587
"And for they looked but with divining eyes,",43,8,CVI,106,11,1588
They had not skill enough your worth to sing:,45,9,CVI,106,12,1589
"For we, which now behold these present days,",44,8,CVI,106,13,1590
"Have eyes to wonder, but lack tongues to praise.",48,9,CVI,106,14,1591
CVII,4,1,CVII,107,0,1592
"Not mine own fears, nor the prophetic soul",42,8,CVII,107,1,1593
"Of the wide world dreaming on things to come,",45,9,CVII,107,2,1594
"Can yet the lease of my true love control,",42,9,CVII,107,3,1595
Supposed as forfeit to a confin'd doom.,39,7,CVII,107,4,1596
"The mortal moon hath her eclipse endur'd,",41,7,CVII,107,5,1597
And the sad augurs mock their own presage;,42,8,CVII,107,6,1598
"Incertainties now crown themselves assur'd,",43,5,CVII,107,7,1599
And peace proclaims olives of endless age.,42,7,CVII,107,8,1600
"Now with the drops of this most balmy time,",43,9,CVII,107,9,1601
"My love looks fresh, and Death to me subscribes,",48,9,CVII,107,10,1602
"Since, spite of him, I'll live in this poor rime,",49,10,CVII,107,11,1603
While he insults o'er dull and speechless tribes:,49,8,CVII,107,12,1604
"And thou in this shalt find thy monument,",41,8,CVII,107,13,1605
When tyrants' crests and tombs of brass are spent.,50,9,CVII,107,14,1606
CVIII,5,1,CVIII,108,0,1607
"What's in the brain, that ink may character,",44,8,CVIII,108,1,1608
Which hath not figur'd to thee my true spirit?,46,9,CVIII,108,2,1609
"What's new to speak, what now to register,",42,8,CVIII,108,3,1610
"That may express my love, or thy dear merit?",44,9,CVIII,108,4,1611
"Nothing, sweet boy; but yet, like prayers divine,",49,8,CVIII,108,5,1612
I must each day say o'er the very same;,39,9,CVIII,108,6,1613
"Counting no old thing old, thou mine, I thine,",46,9,CVIII,108,7,1614
Even as when first I hallow'd thy fair name.,44,9,CVIII,108,8,1615
"So that eternal love in love's fresh case,",42,8,CVIII,108,9,1616
"Weighs not the dust and injury of age,",38,8,CVIII,108,10,1617
"Nor gives to necessary wrinkles place,",38,6,CVIII,108,11,1618
But makes antiquity for aye his page;,37,7,CVIII,108,12,1619
"Finding the first conceit of love there bred,",45,8,CVIII,108,13,1620
Where time and outward form would show it dead.,47,9,CVIII,108,14,1621
CIX,3,1,CIX,109,0,1622
"O! never say that I was false of heart,",39,9,CIX,109,1,1623
"Though absence seem'd my flame to qualify,",42,7,CIX,109,2,1624
As easy might I from my self depart,35,8,CIX,109,3,1625
As from my soul which in thy breast doth lie:,45,10,CIX,109,4,1626
"That is my home of love: if I have rang'd,",42,10,CIX,109,5,1627
"Like him that travels, I return again;",38,7,CIX,109,6,1628
"Just to the time, not with the time exchang'd,",46,9,CIX,109,7,1629
So that myself bring water for my stain.,40,8,CIX,109,8,1630
"Never believe though in my nature reign'd,",42,7,CIX,109,9,1631
"All frailties that besiege all kinds of blood,",46,8,CIX,109,10,1632
"That it could so preposterously be stain'd,",43,7,CIX,109,11,1633
To leave for nothing all thy sum of good;,41,9,CIX,109,12,1634
"For nothing this wide universe I call,",38,7,CIX,109,13,1635
"Save thou, my rose, in it thou art my all.",42,10,CIX,109,14,1636
CX,2,1,CX,110,0,1637
"Alas! 'tis true, I have gone here and there,",44,9,CX,110,1,1638
"And made my self a motley to the view,",38,9,CX,110,2,1639
"Gor'd mine own thoughts, sold cheap what is most dear,",54,10,CX,110,3,1640
Made old offences of affections new;,36,6,CX,110,4,1641
"Most true it is, that I have look'd on truth",44,10,CX,110,5,1642
"Askance and strangely; but, by all above,",41,7,CX,110,6,1643
"These blenches gave my heart another youth,",43,7,CX,110,7,1644
And worse essays prov'd thee my best of love.,45,9,CX,110,8,1645
"Now all is done, save what shall have no end:",45,10,CX,110,9,1646
Mine appetite I never more will grind,37,7,CX,110,10,1647
"On newer proof, to try an older friend,",39,8,CX,110,11,1648
"A god in love, to whom I am confin'd.",37,9,CX,110,12,1649
"Then give me welcome, next my heaven the best,",46,9,CX,110,13,1650
Even to thy pure and most most loving breast.,45,9,CX,110,14,1651
CXI,3,1,CXI,111,0,1652
"O! for my sake do you with Fortune chide,",41,9,CXI,111,1,1653
"The guilty goddess of my harmful deeds,",39,7,CXI,111,2,1654
That did not better for my life provide,39,8,CXI,111,3,1655
Than public means which public manners breeds.,46,7,CXI,111,4,1656
"Thence comes it that my name receives a brand,",46,9,CXI,111,5,1657
And almost thence my nature is subdu'd,38,7,CXI,111,6,1658
"To what it works in, like the dyer's hand:",42,9,CXI,111,7,1659
"Pity me, then, and wish I were renew'd;",39,8,CXI,111,8,1660
"Whilst, like a willing patient, I will drink,",45,8,CXI,111,9,1661
Potions of eisel 'gainst my strong infection;,45,7,CXI,111,10,1662
"No bitterness that I will bitter think,",39,7,CXI,111,11,1663
"Nor double penance, to correct correction.",42,6,CXI,111,12,1664
"Pity me then, dear friend, and I assure ye,",43,9,CXI,111,13,1665
Even that your pity is enough to cure me.,41,9,CXI,111,14,1666
CXII,4,1,CXII,112,0,1667
"Your love and pity doth the impression fill,",44,8,CXII,112,1,1668
Which vulgar scandal stamp'd upon my brow;,42,7,CXII,112,2,1669
"For what care I who calls me well or ill,",41,10,CXII,112,3,1670
"So you o'er-green my bad, my good allow?",40,8,CXII,112,4,1671
"You are my all-the-world, and I must strive",43,8,CXII,112,5,1672
To know my shames and praises from your tongue;,47,9,CXII,112,6,1673
"None else to me, nor I to none alive,",37,9,CXII,112,7,1674
That my steel'd sense or changes right or wrong.,48,9,CXII,112,8,1675
In so profound abysm I throw all care,37,8,CXII,112,9,1676
"Of others' voices, that my adder's sense",40,7,CXII,112,10,1677
To critic and to flatterer stopped are.,39,7,CXII,112,11,1678
Mark how with my neglect I do dispense:,39,8,CXII,112,12,1679
"You are so strongly in my purpose bred,",39,8,CXII,112,13,1680
That all the world besides methinks are dead.,45,8,CXII,112,14,1681
CXIII,5,1,CXIII,113,0,1682
"Since I left you, mine eye is in my mind;",41,10,CXIII,113,1,1683
And that which governs me to go about,37,8,CXIII,113,2,1684
"Doth part his function and is partly blind,",43,8,CXIII,113,3,1685
"Seems seeing, but effectually is out;",37,6,CXIII,113,4,1686
For it no form delivers to the heart,36,8,CXIII,113,5,1687
"Of bird, of flower, or shape which it doth latch:",49,10,CXIII,113,6,1688
"Of his quick objects hath the mind no part,",43,9,CXIII,113,7,1689
Nor his own vision holds what it doth catch;,44,9,CXIII,113,8,1690
"For if it see the rud'st or gentlest sight,",43,9,CXIII,113,9,1691
"The most sweet favour or deformed'st creature,",46,7,CXIII,113,10,1692
"The mountain or the sea, the day or night:",42,9,CXIII,113,11,1693
"The crow, or dove, it shapes them to your feature.",50,10,CXIII,113,12,1694
"Incapable of more, replete with you,",36,6,CXIII,113,13,1695
My most true mind thus maketh mine untrue.,42,8,CXIII,113,14,1696
CXIV,4,1,CXIV,114,0,1697
"Or whether doth my mind, being crown'd with you,",48,9,CXIV,114,1,1698
"Drink up the monarch's plague, this flattery?",45,7,CXIV,114,2,1699
"Or whether shall I say, mine eye saith true,",44,9,CXIV,114,3,1700
"And that your love taught it this alchemy,",42,8,CXIV,114,4,1701
To make of monsters and things indigest,39,7,CXIV,114,5,1702
"Such cherubins as your sweet self resemble,",43,7,CXIV,114,6,1703
"Creating every bad a perfect best,",34,6,CXIV,114,7,1704
As fast as objects to his beams assemble?,41,8,CXIV,114,8,1705
"O! 'tis the first, 'tis flattery in my seeing,",46,9,CXIV,114,9,1706
And my great mind most kingly drinks it up:,43,9,CXIV,114,10,1707
"Mine eye well knows what with his gust is 'greeing,",51,10,CXIV,114,11,1708
And to his palate doth prepare the cup:,39,8,CXIV,114,12,1709
"If it be poison'd, 'tis the lesser sin",38,8,CXIV,114,13,1710
That mine eye loves it and doth first begin.,44,9,CXIV,114,14,1711
CXV,3,1,CXV,115,0,1712
"Those lines that I before have writ do lie,",43,9,CXV,115,1,1713
Even those that said I could not love you dearer:,49,10,CXV,115,2,1714
Yet then my judgment knew no reason why,39,8,CXV,115,3,1715
My most full flame should afterwards burn clearer.,50,8,CXV,115,4,1716
"But reckoning Time, whose million'd accidents",45,6,CXV,115,5,1717
"Creep in 'twixt vows, and change decrees of kings,",50,9,CXV,115,6,1718
"Tan sacred beauty, blunt the sharp'st intents,",46,7,CXV,115,7,1719
Divert strong minds to the course of altering things;,53,9,CXV,115,8,1720
"Alas! why fearing of Time's tyranny,",36,6,CXV,115,9,1721
"Might I not then say, 'Now I love you best,'",44,10,CXV,115,10,1722
"When I was certain o'er incertainty,",36,6,CXV,115,11,1723
"Crowning the present, doubting of the rest?",43,7,CXV,115,12,1724
"Love is a babe, then might I not say so,",40,10,CXV,115,13,1725
To give full growth to that which still doth grow?,50,10,CXV,115,14,1726
CXVI,4,1,CXVI,116,0,1727
Let me not to the marriage of true minds,40,9,CXVI,116,1,1728
Admit impediments. Love is not love,35,6,CXVI,116,2,1729
"Which alters when it alteration finds,",38,6,CXVI,116,3,1730
Or bends with the remover to remove:,36,7,CXVI,116,4,1731
"O, no! it is an ever-fixed mark,",32,7,CXVI,116,5,1732
That looks on tempests and is never shaken;,43,8,CXVI,116,6,1733
"It is the star to every wandering bark,",39,8,CXVI,116,7,1734
"Whose worth's unknown, although his height be taken.",52,8,CXVI,116,8,1735
"Love's not Time's fool, though rosy lips and cheeks",51,9,CXVI,116,9,1736
Within his bending sickle's compass come;,41,6,CXVI,116,10,1737
"Love alters not with his brief hours and weeks,",47,9,CXVI,116,11,1738
But bears it out even to the edge of doom.,42,10,CXVI,116,12,1739
"If this be error and upon me prov'd,",36,8,CXVI,116,13,1740
"I never writ, nor no man ever lov'd.",36,8,CXVI,116,14,1741
CXVII,5,1,CXVII,117,0,1742
"Accuse me thus: that I have scanted all,",40,8,CXVII,117,1,1743
"Wherein I should your great deserts repay,",42,7,CXVII,117,2,1744
"Forgot upon your dearest love to call,",38,7,CXVII,117,3,1745
Whereto all bonds do tie me day by day;,39,9,CXVII,117,4,1746
"That I have frequent been with unknown minds,",45,8,CXVII,117,5,1747
And given to time your own dear-purchas'd right;,48,8,CXVII,117,6,1748
That I have hoisted sail to all the winds,41,9,CXVII,117,7,1749
Which should transport me farthest from your sight.,51,8,CXVII,117,8,1750
"Book both my wilfulness and errors down,",40,7,CXVII,117,9,1751
"And on just proof surmise, accumulate;",38,6,CXVII,117,10,1752
"Bring me within the level of your frown,",40,8,CXVII,117,11,1753
But shoot not at me in your waken'd hate;,41,9,CXVII,117,12,1754
Since my appeal says I did strive to prove,42,9,CXVII,117,13,1755
The constancy and virtue of your love.,38,7,CXVII,117,14,1756
CXVIII,6,1,CXVIII,118,0,1757
"Like as, to make our appetite more keen,",40,8,CXVIII,118,1,1758
With eager compounds we our palate urge;,40,7,CXVIII,118,2,1759
"As, to prevent our maladies unseen,",35,6,CXVIII,118,3,1760
We sicken to shun sickness when we purge;,41,8,CXVIII,118,4,1761
"Even so, being full of your ne'er-cloying sweetness,",52,8,CXVIII,118,5,1762
To bitter sauces did I frame my feeding;,40,8,CXVIII,118,6,1763
"And, sick of welfare, found a kind of meetness",46,9,CXVIII,118,7,1764
"To be diseas'd, ere that there was true needing.",48,9,CXVIII,118,8,1765
"Thus policy in love, to anticipate",34,6,CXVIII,118,9,1766
"The ills that were not, grew to faults assur'd,",47,9,CXVIII,118,10,1767
And brought to medicine a healthful state,41,7,CXVIII,118,11,1768
"Which, rank of goodness, would by ill be cur'd;",47,9,CXVIII,118,12,1769
"But thence I learn and find the lesson true,",44,9,CXVIII,118,13,1770
Drugs poison him that so fell sick of you.,42,9,CXVIII,118,14,1771
CXIX,4,1,CXIX,119,0,1772
"What potions have I drunk of Siren tears,",41,8,CXIX,119,1,1773
"Distill'd from limbecks foul as hell within,",44,7,CXIX,119,2,1774
"Applying fears to hopes, and hopes to fears,",44,8,CXIX,119,3,1775
Still losing when I saw myself to win!,38,8,CXIX,119,4,1776
"What wretched errors hath my heart committed,",45,7,CXIX,119,5,1777
Whilst it hath thought itself so blessed never!,47,8,CXIX,119,6,1778
"How have mine eyes out of their spheres been fitted,",52,10,CXIX,119,7,1779
In the distraction of this madding fever!,41,7,CXIX,119,8,1780
O benefit of ill! now I find true,33,8,CXIX,119,9,1781
"That better is, by evil still made better;",42,8,CXIX,119,10,1782
"And ruin'd love, when it is built anew,",39,8,CXIX,119,11,1783
"Grows fairer than at first, more strong, far greater.",53,9,CXIX,119,12,1784
"So I return rebuk'd to my content,",34,7,CXIX,119,13,1785
And gain by ill thrice more than I have spent.,46,10,CXIX,119,14,1786
CXX,3,1,CXX,120,0,1787
"That you were once unkind befriends me now,",43,8,CXX,120,1,1788
"And for that sorrow, which I then did feel,",43,9,CXX,120,2,1789
"Needs must I under my transgression bow,",40,7,CXX,120,3,1790
Unless my nerves were brass or hammer'd steel.,46,8,CXX,120,4,1791
"For if you were by my unkindness shaken,",40,8,CXX,120,5,1792
"As I by yours, you've pass'd a hell of time;",44,10,CXX,120,6,1793
"And I, a tyrant, have no leisure taken",38,8,CXX,120,7,1794
To weigh how once I suffer'd in your crime.,43,9,CXX,120,8,1795
O! that our night of woe might have remember'd,46,9,CXX,120,9,1796
"My deepest sense, how hard true sorrow hits,",44,8,CXX,120,10,1797
"And soon to you, as you to me, then tender'd",44,10,CXX,120,11,1798
"The humble salve, which wounded bosoms fits!",44,7,CXX,120,12,1799
But that your trespass now becomes a fee;,41,8,CXX,120,13,1800
"Mine ransoms yours, and yours must ransom me.",45,8,CXX,120,14,1801
CXXI,4,1,CXXI,121,0,1802
"'Tis better to be vile than vile esteem'd,",42,8,CXXI,121,1,1803
When not to be receives reproach of being;,42,8,CXXI,121,2,1804
"And the just pleasure lost, which is so deem'd",46,9,CXXI,121,3,1805
"Not by our feeling, but by others' seeing:",42,8,CXXI,121,4,1806
For why should others' false adulterate eyes,44,7,CXXI,121,5,1807
Give salutation to my sportive blood?,37,6,CXXI,121,6,1808
"Or on my frailties why are frailer spies,",41,8,CXXI,121,7,1809
Which in their wills count bad what I think good?,49,10,CXXI,121,8,1810
"No, I am that I am, and they that level",39,10,CXXI,121,9,1811
At my abuses reckon up their own:,33,7,CXXI,121,10,1812
