text,char,word,index,index_num,line
Which on thy soft cheek for complexion dwells,45,8,XCIX,99,4
In my love's veins thou hast too grossly dy'd.,46,9,XCIX,99,5
"The lily I condemned for thy hand,",34,7,XCIX,99,6
And buds of marjoram had stol'n thy hair;,41,8,XCIX,99,7
"The roses fearfully on thorns did stand,",40,7,XCIX,99,8
"One blushing shame, another white despair;",42,6,XCIX,99,9
"A third, nor red nor white, had stol'n of both,",47,10,XCIX,99,10
And to his robbery had annex'd thy breath;,42,8,XCIX,99,11
"But, for his theft, in pride of all his growth",46,10,XCIX,99,12
A vengeful canker eat him up to death.,38,8,XCIX,99,13
"More flowers I noted, yet I none could see,",43,9,XCIX,99,14
"But sweet, or colour it had stol'n from thee.",45,9,XCIX,99,15
C,1,1,C,100,0
"Where art thou Muse that thou forget'st so long,",48,9,C,100,1
To speak of that which gives thee all thy might?,48,10,C,100,2
"Spend'st thou thy fury on some worthless song,",46,8,C,100,3
Darkening thy power to lend base subjects light?,48,8,C,100,4
"Return forgetful Muse, and straight redeem,",43,6,C,100,5
In gentle numbers time so idly spent;,37,7,C,100,6
Sing to the ear that doth thy lays esteem,41,9,C,100,7
And gives thy pen both skill and argument.,42,8,C,100,8
"Rise, resty Muse, my love's sweet face survey,",46,8,C,100,9
If Time have any wrinkle graven there;,38,7,C,100,10
"If any, be a satire to decay,",29,7,C,100,11
And make time's spoils despised every where.,44,7,C,100,12
"Give my love fame faster than Time wastes life,",47,9,C,100,13
So thou prevent'st his scythe and crooked knife.,48,8,C,100,14
CI,2,1,CI,101,0
O truant Muse what shall be thy amends,38,8,CI,101,1
For thy neglect of truth in beauty dy'd?,40,8,CI,101,2
Both truth and beauty on my love depends;,41,8,CI,101,3
"So dost thou too, and therein dignified.",40,7,CI,101,4
"Make answer Muse: wilt thou not haply say,",42,8,CI,101,5
"'Truth needs no colour, with his colour fix'd;",46,8,CI,101,6
"Beauty no pencil, beauty's truth to lay;",40,7,CI,101,7
"But best is best, if never intermix'd'?",39,7,CI,101,8
"Because he needs no praise, wilt thou be dumb?",46,9,CI,101,9
"Excuse not silence so, for't lies in thee",41,8,CI,101,10
To make him much outlive a gilded tomb,38,8,CI,101,11
And to be prais'd of ages yet to be.,36,9,CI,101,12
"Then do thy office, Muse; I teach thee how",42,9,CI,101,13
To make him seem long hence as he shows now.,44,10,CI,101,14
CII,3,1,CII,102,0
"My love is strengthen'd, though more weak in seeming;",53,9,CII,102,1
"I love not less, though less the show appear;",45,9,CII,102,2
"That love is merchandiz'd, whose rich esteeming,",48,7,CII,102,3
The owner's tongue doth publish every where.,44,7,CII,102,4
"Our love was new, and then but in the spring,",45,10,CII,102,5
When I was wont to greet it with my lays;,41,10,CII,102,6
"As Philomel in summer's front doth sing,",40,7,CII,102,7
And stops her pipe in growth of riper days:,43,9,CII,102,8
Not that the summer is less pleasant now,40,8,CII,102,9
"Than when her mournful hymns did hush the night,",48,9,CII,102,10
"But that wild music burthens every bough,",41,7,CII,102,11
And sweets grown common lose their dear delight.,48,8,CII,102,12
"Therefore like her, I sometime hold my tongue:",46,8,CII,102,13
Because I would not dull you with my song.,42,9,CII,102,14
CIII,4,1,CIII,103,0
"Alack! what poverty my Muse brings forth,",41,7,CIII,103,1
"That having such a scope to show her pride,",43,9,CIII,103,2
"The argument, all bare, is of more worth",40,8,CIII,103,3
Than when it hath my added praise beside!,41,8,CIII,103,4
"O! blame me not, if I no more can write!",40,10,CIII,103,5
"Look in your glass, and there appears a face",44,9,CIII,103,6
"That over-goes my blunt invention quite,",40,6,CIII,103,7
"Dulling my lines, and doing me disgrace.",40,7,CIII,103,8
"Were it not sinful then, striving to mend,",42,8,CIII,103,9
To mar the subject that before was well?,40,8,CIII,103,10
For to no other pass my verses tend,35,8,CIII,103,11
Than of your graces and your gifts to tell;,43,9,CIII,103,12
"And more, much more, than in my verse can sit,",46,10,CIII,103,13
Your own glass shows you when you look in it.,45,10,CIII,103,14
CIV,3,1,CIV,104,0
"To me, fair friend, you never can be old,",41,9,CIV,104,1
"For as you were when first your eye I ey'd,",43,10,CIV,104,2
"Such seems your beauty still. Three winters cold,",49,8,CIV,104,3
"Have from the forests shook three summers' pride,",49,8,CIV,104,4
"Three beauteous springs to yellow autumn turn'd,",48,7,CIV,104,5
"In process of the seasons have I seen,",38,8,CIV,104,6
"Three April perfumes in three hot Junes burn'd,",47,8,CIV,104,7
"Since first I saw you fresh, which yet are green.",49,10,CIV,104,8
"Ah! yet doth beauty like a dial-hand,",37,7,CIV,104,9
"Steal from his figure, and no pace perceiv'd;",45,8,CIV,104,10
"So your sweet hue, which methinks still doth stand,",51,9,CIV,104,11
"Hath motion, and mine eye may be deceiv'd:",42,8,CIV,104,12
"For fear of which, hear this thou age unbred:",45,9,CIV,104,13
Ere you were born was beauty's summer dead.,43,8,CIV,104,14
CV,2,1,CV,105,0
"Let not my love be call'd idolatry,",35,7,CV,105,1
"Nor my beloved as an idol show,",31,7,CV,105,2
Since all alike my songs and praises be,39,8,CV,105,3
"To one, of one, still such, and ever so.",40,9,CV,105,4
"Kind is my love to-day, to-morrow kind,",39,7,CV,105,5
Still constant in a wondrous excellence;,40,6,CV,105,6
"Therefore my verse to constancy confin'd,",41,6,CV,105,7
"One thing expressing, leaves out difference.",44,6,CV,105,8
"'Fair, kind, and true,' is all my argument,",43,8,CV,105,9
"'Fair, kind, and true,' varying to other words;",47,8,CV,105,10
"And in this change is my invention spent,",41,8,CV,105,11
"Three themes in one, which wondrous scope affords.",50,8,CV,105,12
"Fair, kind, and true, have often liv'd alone,",45,8,CV,105,13
"Which three till now, never kept seat in one.",45,9,CV,105,14
CVI,3,1,CVI,106,0
When in the chronicle of wasted time,36,7,CVI,106,1
"I see descriptions of the fairest wights,",41,7,CVI,106,2
"And beauty making beautiful old rime,",37,6,CVI,106,3
"In praise of ladies dead and lovely knights,",44,8,CVI,106,4
"Then, in the blazon of sweet beauty's best,",43,8,CVI,106,5
"Of hand, of foot, of lip, of eye, of brow,",42,10,CVI,106,6
I see their antique pen would have express'd,44,8,CVI,106,7
Even such a beauty as you master now.,37,8,CVI,106,8
So all their praises are but prophecies,39,7,CVI,106,9
"Of this our time, all you prefiguring;",38,7,CVI,106,10
"And for they looked but with divining eyes,",43,8,CVI,106,11
They had not skill enough your worth to sing:,45,9,CVI,106,12
"For we, which now behold these present days,",44,8,CVI,106,13
"Have eyes to wonder, but lack tongues to praise.",48,9,CVI,106,14
CVII,4,1,CVII,107,0
"Not mine own fears, nor the prophetic soul",42,8,CVII,107,1
"Of the wide world dreaming on things to come,",45,9,CVII,107,2
"Can yet the lease of my true love control,",42,9,CVII,107,3
Supposed as forfeit to a confin'd doom.,39,7,CVII,107,4
"The mortal moon hath her eclipse endur'd,",41,7,CVII,107,5
And the sad augurs mock their own presage;,42,8,CVII,107,6
"Incertainties now crown themselves assur'd,",43,5,CVII,107,7
And peace proclaims olives of endless age.,42,7,CVII,107,8
"Now with the drops of this most balmy time,",43,9,CVII,107,9
"My love looks fresh, and Death to me subscribes,",48,9,CVII,107,10
"Since, spite of him, I'll live in this poor rime,",49,10,CVII,107,11
While he insults o'er dull and speechless tribes:,49,8,CVII,107,12
"And thou in this shalt find thy monument,",41,8,CVII,107,13
When tyrants' crests and tombs of brass are spent.,50,9,CVII,107,14
CVIII,5,1,CVIII,108,0
"What's in the brain, that ink may character,",44,8,CVIII,108,1
Which hath not figur'd to thee my true spirit?,46,9,CVIII,108,2
"What's new to speak, what now to register,",42,8,CVIII,108,3
"That may express my love, or thy dear merit?",44,9,CVIII,108,4
"Nothing, sweet boy; but yet, like prayers divine,",49,8,CVIII,108,5
I must each day say o'er the very same;,39,9,CVIII,108,6
"Counting no old thing old, thou mine, I thine,",46,9,CVIII,108,7
Even as when first I hallow'd thy fair name.,44,9,CVIII,108,8
"So that eternal love in love's fresh case,",42,8,CVIII,108,9
"Weighs not the dust and injury of age,",38,8,CVIII,108,10
"Nor gives to necessary wrinkles place,",38,6,CVIII,108,11
But makes antiquity for aye his page;,37,7,CVIII,108,12
"Finding the first conceit of love there bred,",45,8,CVIII,108,13
Where time and outward form would show it dead.,47,9,CVIII,108,14
CIX,3,1,CIX,109,0
"O! never say that I was false of heart,",39,9,CIX,109,1
"Though absence seem'd my flame to qualify,",42,7,CIX,109,2
As easy might I from my self depart,35,8,CIX,109,3
As from my soul which in thy breast doth lie:,45,10,CIX,109,4
"That is my home of love: if I have rang'd,",42,10,CIX,109,5
"Like him that travels, I return again;",38,7,CIX,109,6
"Just to the time, not with the time exchang'd,",46,9,CIX,109,7
So that myself bring water for my stain.,40,8,CIX,109,8
"Never believe though in my nature reign'd,",42,7,CIX,109,9
"All frailties that besiege all kinds of blood,",46,8,CIX,109,10
"That it could so preposterously be stain'd,",43,7,CIX,109,11
To leave for nothing all thy sum of good;,41,9,CIX,109,12
"For nothing this wide universe I call,",38,7,CIX,109,13
"Save thou, my rose, in it thou art my all.",42,10,CIX,109,14
CX,2,1,CX,110,0
"Alas! 'tis true, I have gone here and there,",44,9,CX,110,1
"And made my self a motley to the view,",38,9,CX,110,2
"Gor'd mine own thoughts, sold cheap what is most dear,",54,10,CX,110,3
Made old offences of affections new;,36,6,CX,110,4
"Most true it is, that I have look'd on truth",44,10,CX,110,5
"Askance and strangely; but, by all above,",41,7,CX,110,6
"These blenches gave my heart another youth,",43,7,CX,110,7
And worse essays prov'd thee my best of love.,45,9,CX,110,8
"Now all is done, save what shall have no end:",45,10,CX,110,9
Mine appetite I never more will grind,37,7,CX,110,10
"On newer proof, to try an older friend,",39,8,CX,110,11
"A god in love, to whom I am confin'd.",37,9,CX,110,12
"Then give me welcome, next my heaven the best,",46,9,CX,110,13
Even to thy pure and most most loving breast.,45,9,CX,110,14
CXI,3,1,CXI,111,0
"O! for my sake do you with Fortune chide,",41,9,CXI,111,1
"The guilty goddess of my harmful deeds,",39,7,CXI,111,2
That did not better for my life provide,39,8,CXI,111,3
Than public means which public manners breeds.,46,7,CXI,111,4
"Thence comes it that my name receives a brand,",46,9,CXI,111,5
And almost thence my nature is subdu'd,38,7,CXI,111,6
"To what it works in, like the dyer's hand:",42,9,CXI,111,7
"Pity me, then, and wish I were renew'd;",39,8,CXI,111,8
"Whilst, like a willing patient, I will drink,",45,8,CXI,111,9
Potions of eisel 'gainst my strong infection;,45,7,CXI,111,10
"No bitterness that I will bitter think,",39,7,CXI,111,11
"Nor double penance, to correct correction.",42,6,CXI,111,12
"Pity me then, dear friend, and I assure ye,",43,9,CXI,111,13
Even that your pity is enough to cure me.,41,9,CXI,111,14
CXII,4,1,CXII,112,0
"Your love and pity doth the impression fill,",44,8,CXII,112,1
Which vulgar scandal stamp'd upon my brow;,42,7,CXII,112,2
"For what care I who calls me well or ill,",41,10,CXII,112,3
"So you o'er-green my bad, my good allow?",40,8,CXII,112,4
"You are my all-the-world, and I must strive",43,8,CXII,112,5
To know my shames and praises from your tongue;,47,9,CXII,112,6
"None else to me, nor I to none alive,",37,9,CXII,112,7
That my steel'd sense or changes right or wrong.,48,9,CXII,112,8
In so profound abysm I throw all care,37,8,CXII,112,9
"Of others' voices, that my adder's sense",40,7,CXII,112,10
To critic and to flatterer stopped are.,39,7,CXII,112,11
Mark how with my neglect I do dispense:,39,8,CXII,112,12
"You are so strongly in my purpose bred,",39,8,CXII,112,13
That all the world besides methinks are dead.,45,8,CXII,112,14
CXIII,5,1,CXIII,113,0
"Since I left you, mine eye is in my mind;",41,10,CXIII,113,1
And that which governs me to go about,37,8,CXIII,113,2
"Doth part his function and is partly blind,",43,8,CXIII,113,3
"Seems seeing, but effectually is out;",37,6,CXIII,113,4
For it no form delivers to the heart,36,8,CXIII,113,5
"Of bird, of flower, or shape which it doth latch:",49,10,CXIII,113,6
"Of his quick objects hath the mind no part,",43,9,CXIII,113,7
Nor his own vision holds what it doth catch;,44,9,CXIII,113,8
"For if it see the rud'st or gentlest sight,",43,9,CXIII,113,9
"The most sweet favour or deformed'st creature,",46,7,CXIII,113,10
"The mountain or the sea, the day or night:",42,9,CXIII,113,11
"The crow, or dove, it shapes them to your feature.",50,10,CXIII,113,12
"Incapable of more, replete with you,",36,6,CXIII,113,13
My most true mind thus maketh mine untrue.,42,8,CXIII,113,14
CXIV,4,1,CXIV,114,0
"Or whether doth my mind, being crown'd with you,",48,9,CXIV,114,1
"Drink up the monarch's plague, this flattery?",45,7,CXIV,114,2
"Or whether shall I say, mine eye saith true,",44,9,CXIV,114,3
"And that your love taught it this alchemy,",42,8,CXIV,114,4
To make of monsters and things indigest,39,7,CXIV,114,5
"Such cherubins as your sweet self resemble,",43,7,CXIV,114,6
"Creating every bad a perfect best,",34,6,CXIV,114,7
As fast as objects to his beams assemble?,41,8,CXIV,114,8
"O! 'tis the first, 'tis flattery in my seeing,",46,9,CXIV,114,9
And my great mind most kingly drinks it up:,43,9,CXIV,114,10
"Mine eye well knows what with his gust is 'greeing,",51,10,CXIV,114,11
And to his palate doth prepare the cup:,39,8,CXIV,114,12
"If it be poison'd, 'tis the lesser sin",38,8,CXIV,114,13
That mine eye loves it and doth first begin.,44,9,CXIV,114,14
CXV,3,1,CXV,115,0
"Those lines that I before have writ do lie,",43,9,CXV,115,1
Even those that said I could not love you dearer:,49,10,CXV,115,2
Yet then my judgment knew no reason why,39,8,CXV,115,3
My most full flame should afterwards burn clearer.,50,8,CXV,115,4
"But reckoning Time, whose million'd accidents",45,6,CXV,115,5
"Creep in 'twixt vows, and change decrees of kings,",50,9,CXV,115,6
"Tan sacred beauty, blunt the sharp'st intents,",46,7,CXV,115,7
Divert strong minds to the course of altering things;,53,9,CXV,115,8
"Alas! why fearing of Time's tyranny,",36,6,CXV,115,9
"Might I not then say, 'Now I love you best,'",44,10,CXV,115,10
"When I was certain o'er incertainty,",36,6,CXV,115,11
"Crowning the present, doubting of the rest?",43,7,CXV,115,12
"Love is a babe, then might I not say so,",40,10,CXV,115,13
To give full growth to that which still doth grow?,50,10,CXV,115,14
CXVI,4,1,CXVI,116,0
Let me not to the marriage of true minds,40,9,CXVI,116,1
Admit impediments. Love is not love,35,6,CXVI,116,2
"Which alters when it alteration finds,",38,6,CXVI,116,3
Or bends with the remover to remove:,36,7,CXVI,116,4
"O, no! it is an ever-fixed mark,",32,7,CXVI,116,5
That looks on tempests and is never shaken;,43,8,CXVI,116,6
"It is the star to every wandering bark,",39,8,CXVI,116,7
"Whose worth's unknown, although his height be taken.",52,8,CXVI,116,8
"Love's not Time's fool, though rosy lips and cheeks",51,9,CXVI,116,9
Within his bending sickle's compass come;,41,6,CXVI,116,10
"Love alters not with his brief hours and weeks,",47,9,CXVI,116,11
But bears it out even to the edge of doom.,42,10,CXVI,116,12
"If this be error and upon me prov'd,",36,8,CXVI,116,13
"I never writ, nor no man ever lov'd.",36,8,CXVI,116,14
CXVII,5,1,CXVII,117,0
"Accuse me thus: that I have scanted all,",40,8,CXVII,117,1
"Wherein I should your great deserts repay,",42,7,CXVII,117,2
"Forgot upon your dearest love to call,",38,7,CXVII,117,3
Whereto all bonds do tie me day by day;,39,9,CXVII,117,4
"That I have frequent been with unknown minds,",45,8,CXVII,117,5
And given to time your own dear-purchas'd right;,48,8,CXVII,117,6
That I have hoisted sail to all the winds,41,9,CXVII,117,7
Which should transport me farthest from your sight.,51,8,CXVII,117,8
"Book both my wilfulness and errors down,",40,7,CXVII,117,9
"And on just proof surmise, accumulate;",38,6,CXVII,117,10
"Bring me within the level of your frown,",40,8,CXVII,117,11
But shoot not at me in your waken'd hate;,41,9,CXVII,117,12
Since my appeal says I did strive to prove,42,9,CXVII,117,13
The constancy and virtue of your love.,38,7,CXVII,117,14
CXVIII,6,1,CXVIII,118,0
"Like as, to make our appetite more keen,",40,8,CXVIII,118,1
With eager compounds we our palate urge;,40,7,CXVIII,118,2
"As, to prevent our maladies unseen,",35,6,CXVIII,118,3
We sicken to shun sickness when we purge;,41,8,CXVIII,118,4
"Even so, being full of your ne'er-cloying sweetness,",52,8,CXVIII,118,5
To bitter sauces did I frame my feeding;,40,8,CXVIII,118,6
"And, sick of welfare, found a kind of meetness",46,9,CXVIII,118,7
"To be diseas'd, ere that there was true needing.",48,9,CXVIII,118,8
"Thus policy in love, to anticipate",34,6,CXVIII,118,9
"The ills that were not, grew to faults assur'd,",47,9,CXVIII,118,10
And brought to medicine a healthful state,41,7,CXVIII,118,11
"Which, rank of goodness, would by ill be cur'd;",47,9,CXVIII,118,12
"But thence I learn and find the lesson true,",44,9,CXVIII,118,13
Drugs poison him that so fell sick of you.,42,9,CXVIII,118,14
CXIX,4,1,CXIX,119,0
"What potions have I drunk of Siren tears,",41,8,CXIX,119,1
"Distill'd from limbecks foul as hell within,",44,7,CXIX,119,2
"Applying fears to hopes, and hopes to fears,",44,8,CXIX,119,3
Still losing when I saw myself to win!,38,8,CXIX,119,4
"What wretched errors hath my heart committed,",45,7,CXIX,119,5
Whilst it hath thought itself so blessed never!,47,8,CXIX,119,6
"How have mine eyes out of their spheres been fitted,",52,10,CXIX,119,7
In the distraction of this madding fever!,41,7,CXIX,119,8
O benefit of ill! now I find true,33,8,CXIX,119,9
"That better is, by evil still made better;",42,8,CXIX,119,10
"And ruin'd love, when it is built anew,",39,8,CXIX,119,11
"Grows fairer than at first, more strong, far greater.",53,9,CXIX,119,12
"So I return rebuk'd to my content,",34,7,CXIX,119,13
And gain by ill thrice more than I have spent.,46,10,CXIX,119,14
CXX,3,1,CXX,120,0
"That you were once unkind befriends me now,",43,8,CXX,120,1
"And for that sorrow, which I then did feel,",43,9,CXX,120,2
"Needs must I under my transgression bow,",40,7,CXX,120,3
Unless my nerves were brass or hammer'd steel.,46,8,CXX,120,4
"For if you were by my unkindness shaken,",40,8,CXX,120,5
"As I by yours, you've pass'd a hell of time;",44,10,CXX,120,6
"And I, a tyrant, have no leisure taken",38,8,CXX,120,7
To weigh how once I suffer'd in your crime.,43,9,CXX,120,8
O! that our night of woe might have remember'd,46,9,CXX,120,9
"My deepest sense, how hard true sorrow hits,",44,8,CXX,120,10
"And soon to you, as you to me, then tender'd",44,10,CXX,120,11
"The humble salve, which wounded bosoms fits!",44,7,CXX,120,12
But that your trespass now becomes a fee;,41,8,CXX,120,13
"Mine ransoms yours, and yours must ransom me.",45,8,CXX,120,14
CXXI,4,1,CXXI,121,0
"'Tis better to be vile than vile esteem'd,",42,8,CXXI,121,1
When not to be receives reproach of being;,42,8,CXXI,121,2
"And the just pleasure lost, which is so deem'd",46,9,CXXI,121,3
"Not by our feeling, but by others' seeing:",42,8,CXXI,121,4
For why should others' false adulterate eyes,44,7,CXXI,121,5
Give salutation to my sportive blood?,37,6,CXXI,121,6
"Or on my frailties why are frailer spies,",41,8,CXXI,121,7
Which in their wills count bad what I think good?,49,10,CXXI,121,8
"No, I am that I am, and they that level",39,10,CXXI,121,9
At my abuses reckon up their own:,33,7,CXXI,121,10
I may be straight though they themselves be bevel;,50,9,CXXI,121,11
"By their rank thoughts, my deeds must not be shown;",51,10,CXXI,121,12
"Unless this general evil they maintain,",39,6,CXXI,121,13
All men are bad and in their badness reign.,43,9,CXXI,121,14
CXXII,5,1,CXXII,122,0
"Thy gift, thy tables, are within my brain",41,8,CXXII,122,1
"Full character'd with lasting memory,",37,5,CXXII,122,2
"Which shall above that idle rank remain,",40,7,CXXII,122,3
Beyond all date; even to eternity:,34,6,CXXII,122,4
"Or, at the least, so long as brain and heart",44,10,CXXII,122,5
Have faculty by nature to subsist;,34,6,CXXII,122,6
Till each to raz'd oblivion yield his part,42,8,CXXII,122,7
"Of thee, thy record never can be miss'd.",40,8,CXXII,122,8
"That poor retention could not so much hold,",43,8,CXXII,122,9
Nor need I tallies thy dear love to score;,42,9,CXXII,122,10
"Therefore to give them from me was I bold,",42,9,CXXII,122,11
To trust those tables that receive thee more:,45,8,CXXII,122,12
To keep an adjunct to remember thee,35,7,CXXII,122,13
Were to import forgetfulness in me.,35,6,CXXII,122,14
CXXIII,6,1,CXXIII,123,0
"No, Time, thou shalt not boast that I do change:",48,10,CXXIII,123,1
Thy pyramids built up with newer might,38,7,CXXIII,123,2
"To me are nothing novel, nothing strange;",41,7,CXXIII,123,3
They are but dressings of a former sight.,41,8,CXXIII,123,4
"Our dates are brief, and therefore we admire",44,8,CXXIII,123,5
What thou dost foist upon us that is old;,41,9,CXXIII,123,6
And rather make them born to our desire,39,8,CXXIII,123,7
Than think that we before have heard them told.,47,9,CXXIII,123,8
"Thy registers and thee I both defy,",35,7,CXXIII,123,9
"Not wondering at the present nor the past,",42,8,CXXIII,123,10
"For thy records and what we see doth lie,",41,9,CXXIII,123,11
Made more or less by thy continual haste.,41,8,CXXIII,123,12
This I do vow and this shall ever be;,37,9,CXXIII,123,13
I will be true despite thy scythe and thee.,43,9,CXXIII,123,14
CXXIV,5,1,CXXIV,124,0
"If my dear love were but the child of state,",44,10,CXXIV,124,1
"It might for Fortune's bastard be unfather'd,",45,7,CXXIV,124,2
"As subject to Time's love or to Time's hate,",44,9,CXXIV,124,3
"Weeds among weeds, or flowers with flowers gather'd.",52,8,CXXIV,124,4
"No, it was builded far from accident;",37,7,CXXIV,124,5
"It suffers not in smiling pomp, nor falls",41,8,CXXIV,124,6
"Under the blow of thralled discontent,",38,6,CXXIV,124,7
Whereto th' inviting time our fashion calls:,44,7,CXXIV,124,8
"It fears not policy, that heretic,",34,6,CXXIV,124,9
"Which works on leases of short-number'd hours,",46,7,CXXIV,124,10
"But all alone stands hugely politic,",36,6,CXXIV,124,11
"That it nor grows with heat, nor drowns with showers.",53,10,CXXIV,124,12
"To this I witness call the fools of time,",41,9,CXXIV,124,13
"Which die for goodness, who have lived for crime.",49,9,CXXIV,124,14
CXXV,4,1,CXXV,125,0
"Were't aught to me I bore the canopy,",37,8,CXXV,125,1
"With my extern the outward honouring,",37,6,CXXV,125,2
"Or laid great bases for eternity,",33,6,CXXV,125,3
Which proves more short than waste or ruining?,46,8,CXXV,125,4
Have I not seen dwellers on form and favour,43,9,CXXV,125,5
Lose all and more by paying too much rent,41,9,CXXV,125,6
"For compound sweet; forgoing simple savour,",43,6,CXXV,125,7
"Pitiful thrivers, in their gazing spent?",40,6,CXXV,125,8
"No; let me be obsequious in thy heart,",38,8,CXXV,125,9
"And take thou my oblation, poor but free,",41,8,CXXV,125,10
"Which is not mix'd with seconds, knows no art,",46,9,CXXV,125,11
"But mutual render, only me for thee.",36,7,CXXV,125,12
"Hence, thou suborned informer! a true soul",42,7,CXXV,125,13
"When most impeach'd, stands least in thy control.",49,8,CXXV,125,14
CXXVI,5,1,CXXVI,126,0
"O thou, my lovely boy, who in thy power",39,9,CXXVI,126,1
"Dost hold Time's fickle glass, his fickle hour;",47,8,CXXVI,126,2
"Who hast by waning grown, and therein show'st",45,8,CXXVI,126,3
"Thy lovers withering, as thy sweet self grow'st.",48,8,CXXVI,126,4
"If Nature, sovereign mistress over wrack,",41,6,CXXVI,126,5
"As thou goest onwards, still will pluck thee back,",50,9,CXXVI,126,6
"She keeps thee to this purpose, that her skill",46,9,CXXVI,126,7
May time disgrace and wretched minutes kill.,44,7,CXXVI,126,8
"Yet fear her, O thou minion of her pleasure!",44,9,CXXVI,126,9
"She may detain, but not still keep, her treasure:",49,9,CXXVI,126,10
"Her audit (though delayed) answered must be,",44,7,CXXVI,126,11
And her quietus is to render thee.,34,7,CXXVI,126,12
CXXVII,6,1,CXXVII,127,0
"In the old age black was not counted fair,",42,9,CXXVII,127,1
"Or if it were, it bore not beauty's name;",41,9,CXXVII,127,2
"But now is black beauty's successive heir,",42,7,CXXVII,127,3
And beauty slander'd with a bastard shame:,42,7,CXXVII,127,4
"For since each hand hath put on Nature's power,",47,9,CXXVII,127,5
"Fairing the foul with Art's false borrowed face,",48,8,CXXVII,127,6
"Sweet beauty hath no name, no holy bower,",41,8,CXXVII,127,7
"But is profan'd, if not lives in disgrace.",42,8,CXXVII,127,8
"Therefore my mistress' eyes are raven black,",44,7,CXXVII,127,9
"Her eyes so suited, and they mourners seem",42,8,CXXVII,127,10
"At such who, not born fair, no beauty lack,",43,9,CXXVII,127,11
Sland'ring creation with a false esteem:,40,6,CXXVII,127,12
"Yet so they mourn becoming of their woe,",40,8,CXXVII,127,13
That every tongue says beauty should look so.,45,8,CXXVII,127,14
CXXVIII,7,1,CXXVIII,128,0
"How oft when thou, my music, music play'st,",43,8,CXXVIII,128,1
Upon that blessed wood whose motion sounds,42,7,CXXVIII,128,2
With thy sweet fingers when thou gently sway'st,47,8,CXXVIII,128,3
"The wiry concord that mine ear confounds,",41,7,CXXVIII,128,4
"Do I envy those jacks that nimble leap,",39,8,CXXVIII,128,5
"To kiss the tender inward of thy hand,",38,8,CXXVIII,128,6
"Whilst my poor lips which should that harvest reap,",51,9,CXXVIII,128,7
At the wood's boldness by thee blushing stand!,46,8,CXXVIII,128,8
"To be so tickled, they would change their state",47,9,CXXVIII,128,9
"And situation with those dancing chips,",39,6,CXXVIII,128,10
"O'er whom thy fingers walk with gentle gait,",44,8,CXXVIII,128,11
Making dead wood more bless'd than living lips.,47,8,CXXVIII,128,12
"Since saucy jacks so happy are in this,",39,8,CXXVIII,128,13
"Give them thy fingers, me thy lips to kiss.",43,9,CXXVIII,128,14
CXXIX,5,1,CXXIX,129,0
The expense of spirit in a waste of shame,41,9,CXXIX,129,1
"Is lust in action: and till action, lust",40,8,CXXIX,129,2
"Is perjur'd, murderous, bloody, full of blame,",46,7,CXXIX,129,3
"Savage, extreme, rude, cruel, not to trust;",43,7,CXXIX,129,4
Enjoy'd no sooner but despised straight;,40,6,CXXIX,129,5
"Past reason hunted; and no sooner had,",38,7,CXXIX,129,6
"Past reason hated, as a swallow'd bait,",39,7,CXXIX,129,7
On purpose laid to make the taker mad:,38,8,CXXIX,129,8
Mad in pursuit and in possession so;,36,7,CXXIX,129,9
"Had, having, and in quest, to have extreme;",43,8,CXXIX,129,10
"A bliss in proof,-- and prov'd, a very woe;",43,9,CXXIX,129,11
"Before, a joy propos'd; behind a dream.",39,7,CXXIX,129,12
All this the world well knows; yet none knows well,50,10,CXXIX,129,13
To shun the heaven that leads men to this hell.,47,10,CXXIX,129,14
CXXX,4,1,CXXX,130,0
My mistress' eyes are nothing like the sun;,43,8,CXXX,130,1
"Coral is far more red, than her lips red:",41,9,CXXX,130,2
"If snow be white, why then her breasts are dun;",47,10,CXXX,130,3
"If hairs be wires, black wires grow on her head.",48,10,CXXX,130,4
"I have seen roses damask'd, red and white,",42,8,CXXX,130,5
But no such roses see I in her cheeks;,38,9,CXXX,130,6
And in some perfumes is there more delight,42,8,CXXX,130,7
Than in the breath that from my mistress reeks.,47,9,CXXX,130,8
"I love to hear her speak, yet well I know",41,10,CXXX,130,9
That music hath a far more pleasing sound:,42,8,CXXX,130,10
"I grant I never saw a goddess go,--",35,8,CXXX,130,11
"My mistress, when she walks, treads on the ground:",50,9,CXXX,130,12
"And yet by heaven, I think my love as rare,",43,10,CXXX,130,13
As any she belied with false compare.,37,7,CXXX,130,14
CXXXI,5,1,CXXXI,131,0
"Thou art as tyrannous, so as thou art,",38,8,CXXXI,131,1
As those whose beauties proudly make them cruel;,48,8,CXXXI,131,2
For well thou know'st to my dear doting heart,45,9,CXXXI,131,3
Thou art the fairest and most precious jewel.,45,8,CXXXI,131,4
"Yet, in good faith, some say that thee behold,",46,9,CXXXI,131,5
Thy face hath not the power to make love groan;,47,10,CXXXI,131,6
"To say they err I dare not be so bold,",38,10,CXXXI,131,7
Although I swear it to myself alone.,36,7,CXXXI,131,8
"And to be sure that is not false I swear,",41,10,CXXXI,131,9
"A thousand groans, but thinking on thy face,",44,8,CXXXI,131,10
"One on another's neck, do witness bear",38,7,CXXXI,131,11
Thy black is fairest in my judgment's place.,44,8,CXXXI,131,12
